,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
16764,5001-83/77/0/9,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,41,0,2023,2,2713.0,2023-07-07,2195000,0.0,2195000.0,2,0,2023-07-07,0,Other,7036,8,7,0,0
16765,5001-83/77/0/1,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,38,0,2023,1,2713.0,2023-07-07,1995000,0.0,1995000.0,2,0,2023-07-07,0,Other,7036,8,7,0,0
16766,5001-83/77/0/40,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,83,0,2023,3,2713.0,2023-07-07,4695000,0.0,4695000.0,4,0,2023-07-07,0,Other,7036,8,7,0,0
16767,5001-83/77/0/11,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,2,2713.0,2023-07-07,4125000,0.0,4125000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16768,5001-83/77/0/4,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,50,0,2023,1,2713.0,2023-07-07,2595000,0.0,2595000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16769,5001-83/77/0/38,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,50,0,2023,3,2713.0,2023-07-07,2795000,0.0,2795000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16770,5001-83/77/0/21,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,89,0,2023,5,2713.0,2023-07-07,7285000,0.0,7285000.0,4,0,2023-07-07,0,Other,7036,8,7,0,0
16771,5001-83/77/0/33,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,2,2713.0,2023-07-07,3745000,0.0,3745000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16772,5001-49/327/0/0,Nedre GranÃ¥slia 2 D,7047,TRONDHEIM,Selveier tomannsbolig,0,167,0,2023,0,304.9,2023-07-07,6990000,0.0,6990000.0,5,0,2023-07-07,0,Other,7047,8,6,0,0
16773,5001-85/386/0/14,Lillian Byes veg 16,7036,TRONDHEIM,Selveierleilighet,39,39,43,2007,3,2131.4,2023-07-07,2600000,0.0,2600000.0,2,1,2023-06-30,7,Eiendomsmegler 1,7036,3,7,1,0
16774,5001-83/77/0/39,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,50,0,2023,3,2713.0,2023-07-07,3045000,0.0,3045000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16775,948722208/67,Tors veg 13 A,7035,TRONDHEIM,Borettslagsleilighet,56,56,62,1963,2,17319.6,2023-07-07,2450000,512168.0,2962168.0,2,1,2023-07-07,0,Eiendomsmegler 1,7035,3,3,1,0
16776,5001-27/222/0/18,VÃ¦ressletta 46,7055,RANHEIM,Selveier rekkehus,115,120,130,2021,0,5657.0,2023-07-07,6300000,0.0,6300000.0,5,3,2023-03-08,0,Privatmegleren,7055,9,5,1,0
16777,5001-49/279/0/23,Stokkbekken 195,7048,TRONDHEIM,Selveierleilighet,0,37,0,2016,2,5983.7,2023-07-07,2750000,0.0,2750000.0,2,0,2023-07-07,0,Heimdal Eiendomsmegling,7048,4,7,0,0
16778,5001-528/41/3/0,OrdfÃ¸rer Fosshodes veg 8,7540,KLÃ†BU,Selveier enebolig,210,241,0,1985,0,924.7,2023-07-07,4060000,0.0,4060000.0,6,4,2023-06-28,9,Eiendomsmegler 1,7540,3,4,1,0
16779,948719444/145,Olav Magnussons veg 5,7046,TRONDHEIM,Borettslagsleilighet,73,87,0,1966,8,50812.7,2023-07-07,3290000,287982.0,3577982.0,3,2,2023-06-09,28,EIE Eiendomsmegling,7046,2,3,0,0
16780,948722763/77,Brundalen 25,7058,CHARLOTTENLUND,Borettslagsleilighet,84,96,0,1972,2,80659.7,2023-07-07,2650000,614141.0,3264141.0,3,2,2023-04-25,73,Eiendomsmegler 1,7058,3,3,0,0
16781,5001-424/132/0/15,Lagmann Lindboes vei 24,7020,TRONDHEIM,Selveierleilighet,0,81,0,2020,2,3832.0,2023-07-07,8000000,0.0,8000000.0,3,0,2023-07-07,0,Other,7020,8,7,0,0
16782,5001-522/80/0/3,Hallsetvegen 15 E,7540,KLÃ†BU,Selveierleilighet,0,66,0,2022,1,466.3,2023-07-07,3050000,0.0,3050000.0,3,0,2023-07-07,0,Other,7540,8,7,0,0
16783,991421408/6,Sverresdalsveien 21 B,7020,TRONDHEIM,Borettslagsleilighet,62,62,68,2007,2,1283.9,2023-07-07,2850000,504784.0,3354784.0,3,2,2023-06-19,18,Eiendomsmegler 1,7020,3,3,1,1
16784,5001-17/923/0/119,GrillstadfjÃ¦ra 78,7053,RANHEIM,Selveierleilighet,50,50,0,2015,1,14362.4,2023-07-07,3800000,0.0,3800000.0,2,1,2023-05-26,42,Heimdal Eiendomsmegling,7053,4,7,1,0
16785,5001-83/77/0/16,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,3,2713.0,2023-07-07,3695000,0.0,3695000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16786,5001-415/293/0/27,Leksvikgata 2,7066,TRONDHEIM,Selveierleilighet,0,42,0,2023,3,622.7,2023-07-07,3720000,0.0,3720000.0,3,0,2023-07-07,0,Other,7066,8,7,0,0
16787,5001-421/135/0/1,Mogstads vei 5,7020,TRONDHEIM,Selveier tomannsbolig,124,155,0,1951,0,1027.0,2023-07-08,6400000,0.0,6400000.0,5,3,2023-06-30,8,Privatmegleren,7020,9,6,0,0
16788,5001-421/135/0/1,Mogstads vei 5,7020,TRONDHEIM,Selveier tomannsbolig,124,155,0,1951,0,1027.0,2023-07-08,6400000,0.0,6400000.0,5,3,2023-06-30,8,Privatmegleren,7020,9,6,0,0
16789,5001-414/565/0/38,Harald HÃ¥rfagres gate 7,7041,TRONDHEIM,Selveierleilighet,47,48,0,2020,4,1832.0,2023-07-09,3510000,0.0,3510000.0,2,1,2023-06-10,29,Heimdal Eiendomsmegling,7041,4,7,1,0
16790,5001-73/272/0/36,Sorgenfriveien 22,7031,TRONDHEIM,Selveierleilighet,34,37,0,2020,2,1229.5,2023-07-10,2975000,0.0,2975000.0,2,1,2023-06-15,25,Meglerhuset Nylander,7031,7,7,1,0
16791,990958645/6,Nedre Ila 9 B,7018,TRONDHEIM,Borettslagsleilighet,35,35,40,1956,2,603.9,2023-07-10,1650000,766016.0,2416016.0,2,1,2023-05-13,58,Eiendomsmegler 1,7018,3,3,0,0
16792,948719444/118,Olav Magnussons veg 5,7046,TRONDHEIM,Borettslagsleilighet,54,59,0,1966,3,50812.7,2023-07-10,3090000,253881.0,3343881.0,2,1,2023-05-25,46,Heimdal Eiendomsmegling,7046,4,3,0,0
16793,5001-539/202/0/1,VÃ¥rmosevegen 10,7549,TANEM,Selveierleilighet,59,64,0,2015,1,564.4,2023-07-10,2700000,0.0,2700000.0,3,2,2023-06-02,38,Lokalmegleren,7549,6,7,1,0
16794,5001-323/2344/0/0,Ingeborg Ofstads veg 8,7091,TILLER,Selveier rekkehus,112,122,0,2011,0,139.2,2023-07-10,5290000,0.0,5290000.0,4,4,2023-06-30,10,Eiendomsmegler 1,7091,3,5,1,0
16795,5001-58/389/0/11,Dr. Sands veg 1 D,7052,TRONDHEIM,Selveierleilighet,49,49,0,1986,2,2596.8,2023-07-10,3200000,0.0,3200000.0,2,1,2023-07-10,0,Other,7052,8,7,0,0
16796,5001-323/1103/0/8,Moltmyra 3,7091,TILLER,Selveierleilighet,60,60,65,1984,2,2216.9,2023-07-10,2950000,234019.0,3184019.0,2,1,2023-04-14,87,Heimdal Eiendomsmegling,7091,4,7,1,0
16797,990189005/8,Paul Fjermstads veg 19 D,7052,TRONDHEIM,Borettslagsleilighet,45,48,52,1938,2,1288.8,2023-07-10,1950000,558002.0,2508002.0,0,1,2023-04-19,82,Privatmegleren,7052,9,3,0,0
16798,5001-83/77/0/24,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,5,2713.0,2023-07-10,4245000,0.0,4245000.0,3,0,2023-07-10,0,Other,7036,8,7,0,0
16799,5001-83/77/0/47,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,41,0,2023,5,2713.0,2023-07-10,2495000,0.0,2495000.0,2,0,2023-07-10,0,Other,7036,8,7,0,0
16800,5001-83/77/0/2,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,42,0,2023,1,2713.0,2023-07-10,2595000,0.0,2595000.0,2,0,2023-07-10,0,Other,7036,8,7,0,0
16801,5001-83/77/0/48,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,83,0,2023,5,2713.0,2023-07-10,5295000,0.0,5295000.0,4,0,2023-07-10,0,Other,7036,8,7,0,0
16802,948658720/11,Karl Jonssons veg 1 B,7037,TRONDHEIM,Borettslagsleilighet,70,70,75,1961,3,7558.3,2023-07-10,3000000,240990.0,3240990.0,3,2,2023-06-21,19,Proaktiv,7037,10,3,1,0
16803,5001-415/265/0/119,Ladeveien 28,7066,TRONDHEIM,Selveierleilighet,70,73,78,2020,4,2828.9,2023-07-10,5600000,0.0,5600000.0,4,3,2023-07-10,0,Other,7066,8,7,0,0
16804,5001-49/215/0/4,Stokkbekken 136,7048,TRONDHEIM,Selveierleilighet,66,89,0,2017,2,5389.7,2023-07-10,4220000,0.0,4220000.0,4,2,2023-06-20,20,Meglerhuset Nylander,7048,7,7,1,0
16805,948719444/118,Olav Magnussons veg 5,7046,TRONDHEIM,Borettslagsleilighet,54,59,0,1966,3,50812.7,2023-07-10,3090000,253881.0,3343881.0,2,1,2023-05-25,46,Heimdal Eiendomsmegling,7046,4,3,0,0
16806,5001-414/580/0/48,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,99,0,2023,4,0.0,2023-07-11,8170000,0.0,8170000.0,4,0,2023-07-11,0,Other,7041,8,7,0,0
16807,985631433/83,Ole Aasveds veg 2,7049,TRONDHEIM,Borettslagsleilighet,60,60,66,2003,1,5748.9,2023-07-11,2225000,402185.0,2627185.0,3,1,2023-07-02,9,Eiendomsmegler 1,7049,3,3,1,1
16808,5001-414/580/0/47,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,30,0,2023,4,0.0,2023-07-11,2875000,0.0,2875000.0,2,0,2023-07-11,0,Other,7041,8,7,0,0
16809,5001-14/21/0/0,BrÃ¸setflata 3,7046,TRONDHEIM,Selveier tomannsbolig,162,171,0,1959,0,667.8,2023-07-11,5800000,0.0,5800000.0,6,5,2023-05-24,48,Eiendomsmegler 1,7046,3,6,1,0
16810,5001-410/686/0/61,Dyre Halses gate 14,7042,TRONDHEIM,Selveierleilighet,41,41,0,2007,5,1401.5,2023-07-11,3300000,0.0,3300000.0,2,1,2023-07-03,8,Eiendomsmegler 1,7042,3,7,1,0
16811,950117427/240,Kolstadtunet 4 A,7098,SAUPSTAD,Borettslagsleilighet,50,50,54,1972,2,100498.6,2023-07-11,2650000,73362.0,2723362.0,0,1,2023-06-30,11,Eiendomsmegler 1,7098,3,3,0,0
16812,5001-29/153/0/32,Solveig Abrahamsens veg 26,7054,RANHEIM,Selveierleilighet,42,46,50,2020,1,3096.4,2023-07-11,2790000,0.0,2790000.0,2,1,2023-07-04,7,Privatmegleren,7054,9,7,0,0
16813,5001-323/2401/0/30,Harald Torps veg 21,7091,TILLER,Selveierleilighet,37,40,44,2016,1,6854.4,2023-07-11,2550000,0.0,2550000.0,2,1,2023-06-20,21,DNB Eiendom,7091,1,7,1,0
16814,5001-23/526/0/12,VikÃ¥sen 2 M,7054,RANHEIM,Selveierleilighet,82,86,93,2001,2,2410.3,2023-07-11,3800000,0.0,3800000.0,3,2,2023-06-14,27,Krogsveen,7054,5,7,1,0
16815,5001-29/159/0/37,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,44,0,2023,2,2502.0,2023-07-11,2850000,0.0,2850000.0,2,0,2023-07-11,0,Other,7054,8,7,0,0
16816,5001-29/159/0/32,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,59,0,2023,1,2502.0,2023-07-11,2600000,0.0,2600000.0,2,0,2023-07-11,0,Other,7054,8,7,0,0
16817,5001-178/301/0/2,LundÃ¥sen 63,7089,HEIMDAL,Selveier enebolig,142,149,159,2016,0,1047.0,2023-07-11,5700000,0.0,5700000.0,5,4,2023-04-22,80,Privatmegleren,7089,9,4,1,0
16818,5001-521/223/0/3,Sverdvegen 14 C,7540,KLÃ†BU,Selveier rekkehus,87,91,100,1982,0,109.6,2023-07-11,3640000,0.0,3640000.0,4,3,2022-12-07,216,Proaktiv,7540,10,5,0,0
16819,987162880/8,Ã˜rjaveita 2,7010,TRONDHEIM,Borettslagsleilighet,33,33,38,2005,4,0.0,2023-07-11,2450000,0.0,2450000.0,0,1,2023-06-05,36,EIE Eiendomsmegling,7010,2,3,1,0
16820,959108137/5,Stabells veg 15 B,7022,TRONDHEIM,Borettslagsleilighet,44,44,50,1961,1,3912.1,2023-07-11,2600000,107408.0,2707408.0,2,1,2023-06-30,11,Proaktiv,7022,10,3,1,0
16821,959108137/5,Stabells veg 15 B,7022,TRONDHEIM,Borettslagsleilighet,44,44,50,1961,1,3912.1,2023-07-11,2600000,107408.0,2707408.0,2,1,2023-06-30,11,Proaktiv,7022,10,3,1,0
16822,5001-50/370/0/0,AngelltrÃ¸vegen 26,7048,TRONDHEIM,Selveier tomannsbolig,83,88,96,1968,0,278.4,2023-07-11,4470000,75597.0,4545597.0,0,2,2023-07-01,10,Eiendomsmegler 1,7048,3,6,1,0
16823,5001-24/432/0/91,Horgsletta 39,7055,RANHEIM,Selveierleilighet,47,52,0,2018,1,8954.4,2023-07-11,3300000,0.0,3300000.0,2,1,2023-06-28,13,Meglerhuset Nylander,7055,7,7,1,0
16824,5001-51/291/0/17,BrÃ¸setvegen 145 D,7069,TRONDHEIM,Selveierleilighet,39,39,43,2005,3,2595.5,2023-07-11,2870000,0.0,2870000.0,2,1,2023-06-30,11,Eiendomsmegler 1,7069,3,7,1,0
16825,5001-83/77/0/25,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,89,0,2023,6,2713.0,2023-07-11,6595000,0.0,6595000.0,4,0,2023-07-11,0,Other,7036,8,7,0,0
16826,948720353/45,Stadsing Dahls gate 10 A,7015,TRONDHEIM,Borettslagsleilighet,70,75,79,1947,2,2169.8,2023-07-11,3550000,129945.0,3679945.0,3,2,2023-03-03,130,Heimdal Eiendomsmegling,7015,4,3,0,0
16827,5001-73/271/0/63,Sorgenfriveien 18,7031,TRONDHEIM,Selveierleilighet,71,76,0,2019,6,1198.1,2023-07-11,5150000,0.0,5150000.0,4,2,2023-06-13,28,Eiendomsmegler 1,7031,3,7,0,0
16828,956450365/17,Ã˜ystein MÃ¸ylas veg 16 A,7031,TRONDHEIM,Borettslagsleilighet,71,71,0,1950,3,2370.2,2023-07-11,3050000,336038.0,3386038.0,3,2,2023-06-28,13,Eiendomsmegler 1,7031,3,3,0,0
16829,5001-83/77/0/45,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,5,2713.0,2023-07-11,4245000,0.0,4245000.0,3,0,2023-07-11,0,Other,7036,8,7,0,0
16830,5001-97/745/0/0,William Farres veg 10 C,7022,TRONDHEIM,Selveier enebolig,200,206,230,1986,0,991.2,2023-07-12,8050000,0.0,8050000.0,5,5,2023-06-08,34,Privatmegleren,7022,9,4,1,0
16831,5001-414/580/0/42,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,78,82,0,2023,1,0.0,2023-07-12,6360000,0.0,6360000.0,4,3,2023-07-12,0,Other,7041,8,7,1,0
16832,5001-414/580/0/41,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,81,0,2023,2,0.0,2023-07-12,6460000,0.0,6460000.0,4,0,2023-07-12,0,Other,7041,8,7,0,0
16833,948719711/290,Kolstadflata 29 B,7098,SAUPSTAD,Borettslagsleilighet,78,91,0,1971,3,106391.2,2023-07-12,2600000,231850.0,2831850.0,3,2,2023-06-30,12,Eiendomsmegler 1,7098,3,3,0,0
16834,5001-414/580/0/37,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,81,0,2023,1,0.0,2023-07-12,5760000,0.0,5760000.0,4,0,2023-07-12,0,Other,7041,8,7,0,0
16835,5001-70/48/0/2,Tors veg 5,7035,TRONDHEIM,Selveier tomannsbolig,0,81,0,1962,2,0.0,2023-07-12,3750000,0.0,3750000.0,0,0,2023-07-12,0,Other,7035,8,6,0,0
16836,5001-521/519/0/6,Granmovegen 16,7540,KLÃ†BU,Selveierleilighet,63,68,0,2020,1,2190.4,2023-07-12,3100000,0.0,3100000.0,3,2,2023-06-30,12,Meglerhuset Nylander,7540,7,7,1,0
16837,5001-414/580/0/43,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,30,0,2023,3,0.0,2023-07-12,2990000,0.0,2990000.0,2,0,2023-07-12,0,Other,7041,8,7,0,0
16838,5001-414/580/0/44,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,99,0,2023,3,0.0,2023-07-12,7445000,0.0,7445000.0,4,0,2023-07-12,0,Other,7041,8,7,0,0
16839,5001-177/226/0/0,JÃ¸rgen Hegstads veg 3,7089,HEIMDAL,Selveier enebolig,175,188,0,1982,0,762.1,2023-07-12,6510000,0.0,6510000.0,0,4,2023-07-02,10,EIE Eiendomsmegling,7089,2,4,1,0
16840,5001-83/77/0/7,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,38,0,2023,2,2713.0,2023-07-12,2095000,0.0,2095000.0,2,0,2023-07-12,0,Other,7036,8,7,0,0
16841,5001-414/580/0/39,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,30,30,0,2023,1,0.0,2023-07-12,3675000,0.0,3675000.0,2,1,2023-07-12,0,Other,7041,8,7,0,0
16842,5001-400/123/0/5,VÃ¥r Frue gate 8,7013,TRONDHEIM,Selveierleilighet,42,42,0,1870,3,193.4,2023-07-12,3700000,51026.0,3751026.0,2,2,2023-07-04,8,Proaktiv,7013,10,7,0,0
16843,948658909/10,Gamle Oslovei 24,7020,TRONDHEIM,Borettslagsleilighet,84,84,92,1958,2,42651.8,2023-07-12,3100000,463113.0,3563113.0,4,3,2023-06-14,28,Eiendomsmegler 1,7020,3,3,1,1
16844,5001-324/120/0/26,Movollen 83,7091,TILLER,Selveierleilighet,111,124,0,2016,7,1981.9,2023-07-12,8250000,0.0,8250000.0,4,2,2022-12-30,194,Heimdal Eiendomsmegling,7091,4,7,1,0
16845,979901801/19,HeimtrÃ¸a 28 C,7054,RANHEIM,Borettslagsleilighet,91,95,101,1998,2,3181.0,2023-07-12,4270000,232440.0,4502440.0,4,3,2023-07-02,10,Eiendomsmegler 1,7054,3,3,1,0
16846,948658909/10,Gamle Oslovei 24,7020,TRONDHEIM,Borettslagsleilighet,84,84,92,1958,2,42651.8,2023-07-12,3100000,463113.0,3563113.0,4,3,2023-06-14,28,Eiendomsmegler 1,7020,3,3,1,1
16847,5001-414/580/0/38,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,46,0,2023,1,0.0,2023-07-12,3470000,0.0,3470000.0,2,0,2023-07-12,0,Other,7041,8,7,0,0
16848,5001-414/580/0/46,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,82,0,2023,3,0.0,2023-07-12,7160000,0.0,7160000.0,4,0,2023-07-12,0,Other,7041,8,7,0,0
16849,954872416/183,Edgar B. Schieldrops veg 22 D,7033,TRONDHEIM,Borettslagsleilighet,64,64,69,1973,3,56058.1,2023-07-12,2875000,270596.0,3145596.0,2,2,2023-06-22,20,Proaktiv,7033,10,3,1,1
16850,5001-415/268/0/12,Ladeveien 7,7066,TRONDHEIM,Selveierleilighet,37,40,0,2020,2,980.5,2023-07-12,3090000,0.0,3090000.0,2,1,2023-07-01,11,Heimdal Eiendomsmegling,7066,4,7,0,0
16851,5001-410/695/0/31,Stadsing Dahls gate 23,7015,TRONDHEIM,Selveierleilighet,31,31,33,2005,1,4371.3,2023-07-12,2550000,0.0,2550000.0,2,1,2023-07-05,7,EIE Eiendomsmegling,7015,2,7,0,0
16852,951497940/62,Ã˜stre Hallsetvangen 4 B,7027,TRONDHEIM,Borettslagsleilighet,94,98,105,1969,3,18556.6,2023-07-13,3400000,221036.0,3621036.0,4,3,2023-06-22,21,Eiendomsmegler 1,7027,3,3,0,0
16853,989969978/5,Weidemanns vei 15 A,7043,TRONDHEIM,Borettslagsleilighet,35,35,36,1898,3,565.2,2023-07-13,2000000,425016.0,2425016.0,0,1,2023-05-30,44,Proaktiv,7043,10,3,0,0
16854,948719711/64,Kolstadflata 7 A,7098,SAUPSTAD,Borettslagsleilighet,79,93,101,1971,4,106391.2,2023-07-13,2750000,237796.0,2987796.0,3,3,2023-06-28,15,Eiendomsmegler 1,7098,3,3,0,0
16855,5001-21/634/0/0,Presthusvegen 46,7056,RANHEIM,Selveier enebolig,170,175,191,1979,0,620.9,2023-07-13,6920000,0.0,6920000.0,0,4,2023-05-16,58,Eiendomsmegler 1,7056,3,4,1,0
16856,5001-17/860/0/130,Skonnertvegen 13,7053,RANHEIM,Selveierleilighet,64,64,70,2018,3,14880.0,2023-07-13,4190000,0.0,4190000.0,3,2,2023-06-21,22,Privatmegleren,7053,9,7,1,0
16857,987142731/62,BrÃ¸setvegen 186 B,7050,TRONDHEIM,Borettslagsleilighet,26,26,27,1971,6,10718.0,2023-07-13,1250000,309929.0,1559929.0,2,1,2023-07-04,9,EIE Eiendomsmegling,7050,2,3,0,1
16858,5001-49/280/0/23,Stokkbekken 165,7048,TRONDHEIM,Selveierleilighet,28,28,33,2016,2,5170.2,2023-07-13,2350000,0.0,2350000.0,2,1,2023-07-01,12,Heimdal Eiendomsmegling,7048,4,7,1,0
16859,947334980/31,Koefoedgeilan 10 A,7018,TRONDHEIM,Borettslagsleilighet,68,68,77,1962,3,1679.8,2023-07-13,4300000,71808.0,4371808.0,3,2,2023-07-05,8,Eiendomsmegler 1,7018,3,3,1,0
16860,5001-416/104/0/12,Hans Nissens gate 2 B,7018,TRONDHEIM,Selveierleilighet,41,41,0,1929,3,508.0,2023-07-13,2550000,0.0,2550000.0,3,1,2023-06-16,27,Heimdal Eiendomsmegling,7018,4,7,0,0
16861,5001-76/133/0/2,Orionvegen 1 A,7037,TRONDHEIM,Selveierleilighet,112,112,0,2019,2,1649.5,2023-07-13,4700000,0.0,4700000.0,4,3,2023-06-09,34,Heimdal Eiendomsmegling,7037,4,7,1,0
16862,955045866/28,Nordre Hallsetveg 82 B,7023,TRONDHEIM,Borettslagsleilighet,56,56,0,1959,2,2572.0,2023-07-13,2400000,208410.0,2608410.0,0,1,2023-06-26,17,DNB Eiendom,7023,1,3,0,0
16863,5001-410/546/0/3,Ã˜stersunds gate 14 B,7067,TRONDHEIM,Selveierleilighet,35,35,39,1899,2,659.9,2023-07-13,2300000,173996.0,2473996.0,2,1,2023-06-22,21,Eiendomsmegler 1,7067,3,7,0,0
16864,5001-83/77/0/10,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,58,0,2023,2,2713.0,2023-07-13,2995000,0.0,2995000.0,2,0,2023-07-13,0,Other,7036,8,7,0,0
16865,5001-83/71/0/47,Anna Haarsakers veg 13,7036,TRONDHEIM,Selveierleilighet,0,99,0,2022,6,4365.4,2023-07-13,7995000,0.0,7995000.0,3,0,2023-07-13,0,Other,7036,8,7,0,0
16866,5001-315/71/0/0,Toneveien 3,7072,HEIMDAL,Selveier enebolig,224,234,279,1955,0,863.9,2023-07-13,4850000,0.0,4850000.0,0,5,2023-06-29,14,Eiendomsmegler 1,7072,3,4,0,0
16867,5001-177/816/0/16,Andersbakkan 90,7089,HEIMDAL,Selveierleilighet,42,45,0,2020,2,4953.6,2023-07-13,2575000,0.0,2575000.0,3,2,2023-07-05,8,EIE Eiendomsmegling,7089,2,7,0,0
16868,5001-104/169/0/2,Granlivegen 4 B,7024,TRONDHEIM,Selveier tomannsbolig,115,118,130,2018,0,1058.0,2023-07-13,5000000,0.0,5000000.0,6,4,2023-06-19,24,DNB Eiendom,7024,1,6,1,0
16869,948659158/83,Fredrikke Qvams veg 19 A,7046,TRONDHEIM,Borettslagsleilighet,46,46,50,1960,3,30239.4,2023-07-14,2940000,70773.0,3010773.0,2,1,2023-06-23,21,DNB Eiendom,7046,1,3,1,1
16870,5001-97/1181/0/1,BÃ¸ckmans veg 60 D,7022,TRONDHEIM,Selveier tomannsbolig,0,116,0,2023,0,0.0,2023-07-14,6990000,0.0,6990000.0,4,0,2023-07-14,0,Other,7022,8,6,0,0
16871,953530899/13,Stabells veg 3 A,7021,TRONDHEIM,Borettslagsleilighet,72,72,0,1960,1,4002.2,2023-07-14,2610000,42345.0,2652345.0,3,2,2023-07-07,7,Heimdal Eiendomsmegling,7021,4,3,0,0
16872,5001-408/17/0/4,Nygata 8,7014,TRONDHEIM,Selveierleilighet,55,58,61,1997,2,298.4,2023-07-14,3850000,0.0,3850000.0,0,1,2023-07-06,8,Proaktiv,7014,10,7,0,1
16873,948777983/5,Wessels gate 19,7043,TRONDHEIM,Borettslagsleilighet,62,62,68,1965,2,3481.4,2023-07-14,3520000,16451.0,3536451.0,2,2,2023-05-31,44,Privatmegleren,7043,9,3,1,0
16874,5001-417/82/0/102,Mellomila 69,7018,TRONDHEIM,Selveierleilighet,33,33,39,2004,2,4679.2,2023-07-14,2600000,0.0,2600000.0,2,1,2023-07-05,9,DNB Eiendom,7018,1,7,1,0
16875,5001-409/261/0/7,Nonnegata 4 B,7014,TRONDHEIM,Selveierleilighet,32,32,36,1895,1,268.0,2023-07-14,2325000,0.0,2325000.0,2,1,2023-06-28,16,Aktiv,7014,0,7,0,0
16876,948659158/83,Fredrikke Qvams veg 19 A,7046,TRONDHEIM,Borettslagsleilighet,46,46,50,1960,3,30239.4,2023-07-14,2940000,70773.0,3010773.0,2,1,2023-06-23,21,DNB Eiendom,7046,1,3,1,1
16877,5001-49/334/0/42,Bonesvegen 12,7047,TRONDHEIM,Selveierleilighet,0,76,0,2023,3,1882.9,2023-07-14,5190000,0.0,5190000.0,3,0,2023-07-14,0,Other,7047,8,7,0,0
16878,5001-414/580/0/52,Ladebekken 28,7041,TRONDHEIM,Selveierleilighet,0,82,0,2023,5,0.0,2023-07-14,7460000,0.0,7460000.0,4,0,2023-07-14,0,Other,7041,8,7,0,0
16879,5001-85/380/0/18,Lillian Byes veg 39,7036,TRONDHEIM,Selveier rekkehus,113,113,131,2007,0,35.9,2023-07-14,4490000,0.0,4490000.0,4,3,2023-05-24,51,Privatmegleren,7036,9,5,1,0
16880,5001-417/127/0/46,Mellomila 96,7018,TRONDHEIM,Selveierleilighet,68,0,0,2012,5,10118.8,2023-07-14,4990000,0.0,4990000.0,3,2,2023-07-14,0,Heimdal Eiendomsmegling,7018,4,7,0,0
16881,948719711/98,Kolstadflata 11 A,7098,SAUPSTAD,Borettslagsleilighet,51,51,0,1971,2,106391.2,2023-07-14,1850000,189409.0,2039409.0,2,1,2023-07-07,7,Heimdal Eiendomsmegling,7098,4,3,0,0
16882,948719444/17,Olav Magnussons veg 1,7046,TRONDHEIM,Borettslagsleilighet,90,107,0,1967,5,50812.7,2023-07-14,3500000,325564.0,3825564.0,4,3,2023-06-15,29,Eiendomsmegler 1,7046,3,3,1,0
