,Matrikkel / Org-Anr,Address,PostalCode,Area,Housing type,Primary room,Usable area,Gross area,Year of construction,Floor,Plot size,Last sold,Price,Joint debt at last sale,Total price at last sale,Number of rooms,Number of bedrooms,Registered date,Turnover rate,Broker,Postal code,Broker encoded,Housing type encoded,Balcony_Yes,Parking_Yes
16646,952254308/188,Orrevegen 5,7088,HEIMDAL,Borettslagsleilighet,89,89,96,1971,2,28301.1,2023-07-04,3530000,68465.0,3598465.0,4,3,2023-06-26,8,Eiendomsmegler 1,7088,3,3,0,0
16647,5001-415/293/0/34,Leksvikgata 2,7066,TRONDHEIM,Selveierleilighet,0,38,0,2023,4,622.7,2023-07-04,3290000,0.0,3290000.0,2,0,2023-07-04,0,Other,7066,8,7,0,0
16648,5001-313/452/0/0,Kvenildveien 26 E,7072,HEIMDAL,Selveier enebolig,129,134,0,1994,0,587.9,2023-07-04,5250000,0.0,5250000.0,5,5,2023-06-24,10,Heimdal Eiendomsmegling,7072,4,4,1,0
16649,5001-29/159/0/36,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,69,0,2023,2,2502.0,2023-07-04,3485000,0.0,3485000.0,3,0,2023-07-04,0,Other,7054,8,7,0,0
16650,5001-103/624/0/0,Uglavegen 12 A,7071,TRONDHEIM,Selveier enebolig,233,234,262,1959,0,848.8,2023-07-04,10700000,0.0,10700000.0,0,7,2023-06-23,11,Heimdal Eiendomsmegling,7071,4,4,1,0
16651,5001-59/353/0/0,Peder Kroghs veg 6,7051,TRONDHEIM,Selveier enebolig,0,225,0,1952,0,1313.9,2023-07-04,10000000,0.0,10000000.0,0,0,2023-07-04,0,Other,7051,8,4,0,0
16652,5001-410/377/0/2,Eilert Sundts gate 12,7043,TRONDHEIM,Selveierleilighet,117,123,0,1936,1,703.0,2023-07-04,5600000,0.0,5600000.0,3,5,2023-06-24,10,Proaktiv,7043,10,7,1,0
16653,5001-23/710/0/8,VikÃ¥sen 20 F,7054,RANHEIM,Selveierleilighet,81,85,93,1999,2,1052.2,2023-07-04,3650000,0.0,3650000.0,3,2,2023-06-23,11,Eiendomsmegler 1,7054,3,7,1,0
16654,5001-21/884/0/0,BÃ¸kvegen 11 C,7058,CHARLOTTENLUND,Selveier rekkehus,91,105,0,1968,0,253.9,2023-07-04,4250000,0.0,4250000.0,0,3,2023-06-23,11,Eiendomsmegler 1,7058,3,5,0,0
16655,5001-21/256/0/0,Tyrihansvegen 13 A,7056,RANHEIM,Selveier tomannsbolig,134,134,147,1960,0,669.0,2023-07-04,6475000,0.0,6475000.0,0,3,2023-06-02,32,Eiendomsmegler 1,7056,3,6,1,0
16656,988177725/25,Kolstadflata 51 A,7098,SAUPSTAD,Borettslagsleilighet,65,65,0,2005,1,3999.3,2023-07-04,2450000,348263.0,2798263.0,0,2,2023-06-26,8,Eiendomsmegler 1,7098,3,3,0,0
16657,5001-522/78/0/1,Hallsetvegen 19 D,7540,KLÃ†BU,Selveierleilighet,0,70,0,2023,1,675.1,2023-07-04,3248000,0.0,3248000.0,3,0,2023-07-04,0,Other,7540,8,7,0,0
16658,5001-404/151/0/5,NidarÃ¸y gate 10,7030,TRONDHEIM,Selveierleilighet,51,51,0,1893,1,804.3,2023-07-04,3700000,22330.0,3722330.0,3,2,2023-06-09,25,Privatmegleren,7030,9,7,1,0
16659,5001-29/159/0/40,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,41,0,2023,3,2502.0,2023-07-04,2460000,0.0,2460000.0,2,0,2023-07-04,0,Other,7054,8,7,0,0
16660,5001-29/159/0/29,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,41,0,2023,1,2502.0,2023-07-04,2255000,0.0,2255000.0,2,0,2023-07-04,0,Other,7054,8,7,0,0
16661,5001-29/159/0/42,Solveig Abrahamsens veg 44,7054,RANHEIM,Selveierleilighet,0,69,0,2023,3,2502.0,2023-07-04,4450000,0.0,4450000.0,3,0,2023-07-04,0,Other,7054,8,7,0,0
16662,5001-49/282/0/58,Stokkbekken 135,7048,TRONDHEIM,Selveierleilighet,38,38,42,2016,4,5689.7,2023-07-04,2890000,0.0,2890000.0,2,1,2023-06-23,11,Heimdal Eiendomsmegling,7048,4,7,1,0
16663,813721392/31,Harald HÃ¥rfagres gate 1 A,7041,TRONDHEIM,Borettslagsleilighet,59,62,62,2014,4,0.0,2023-07-04,2025000,1891687.0,3916687.0,3,2,2023-06-16,18,Proaktiv,7041,10,3,0,0
16664,5001-318/21/0/0,OkstadÃ¸y 44,7029,TRONDHEIM,Selveier enebolig,184,238,264,1990,0,1129.6,2023-07-04,4840000,0.0,4840000.0,4,4,2023-06-18,16,Eiendomsmegler 1,7029,3,4,1,0
16665,5001-414/239/0/4,Heimstadveien 2,7041,TRONDHEIM,Selveierleilighet,65,65,71,1939,2,1009.4,2023-07-04,4100000,0.0,4100000.0,3,2,2023-06-23,11,Heimdal Eiendomsmegling,7041,4,7,1,0
16666,5001-415/294/0/33,Leksvikgata 1,7066,TRONDHEIM,Selveierleilighet,0,38,0,2023,4,629.3,2023-07-04,3290000,0.0,3290000.0,2,0,2023-07-04,0,Other,7066,8,7,0,0
16667,985437386/6,Rosenborg gate 27 D,7043,TRONDHEIM,Borettslagsleilighet,69,69,74,1899,2,933.1,2023-07-04,3100000,305465.0,3405465.0,0,3,2022-08-17,321,Proaktiv,7043,10,3,0,0
16668,948817349/42,Ratesvingen 16,7038,TRONDHEIM,Borettslagsleilighet,93,96,0,1997,4,3582.0,2023-07-05,3150000,169250.0,3319250.0,4,3,2023-06-12,23,Proaktiv,7038,10,3,0,0
16669,5001-415/246/0/20,Ladeveien 19,7066,TRONDHEIM,Selveierleilighet,53,55,0,2018,4,990.4,2023-07-05,4310000,0.0,4310000.0,3,2,2023-06-23,12,Eiendomsmegler 1,7066,3,7,1,0
16670,5001-323/373/0/0,Egganvegen 19 B,7081,SJETNEMARKA,Selveier tomannsbolig,208,237,0,1968,0,685.3,2023-07-05,5300000,0.0,5300000.0,0,3,2023-06-27,8,Lokalmegleren,7081,6,6,1,0
16671,5001-323/207/0/0,Skjetnemarkvegen 70,7081,SJETNEMARKA,Selveier enebolig,146,159,0,1969,0,1309.6,2023-07-05,4380000,0.0,4380000.0,0,4,2023-06-06,29,Eiendomsmegler 1,7081,3,4,0,0
16672,5001-415/235/0/53,StjÃ¸rdalsveien 15,7066,TRONDHEIM,Selveierleilighet,44,44,0,2018,1,936.9,2023-07-05,3260000,0.0,3260000.0,3,2,2023-06-02,33,Eiendomsmegler 1,7066,3,7,1,0
16673,5001-22/191/0/0,Sverre Svendsens veg 12 D,7056,RANHEIM,Selveier enebolig,237,254,0,2014,0,665.7,2023-07-05,8500000,0.0,8500000.0,0,5,2023-06-27,8,Eiendomsmegler 1,7056,3,4,1,0
16674,5001-27/222/0/16,VÃ¦ressletta 42,7055,RANHEIM,Selveier rekkehus,117,117,0,2021,0,5657.0,2023-07-05,6100000,0.0,6100000.0,5,3,2023-06-24,11,Eiendomsmegler 1,7055,3,5,1,0
16675,5001-409/131/0/1,Bakkegata 7 A,7014,TRONDHEIM,Selveierleilighet,36,36,40,1852,1,198.7,2023-07-05,2720000,0.0,2720000.0,1,1,2023-06-26,9,Eiendomsmegler 1,7014,3,7,1,0
16676,5001-83/77/0/20,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,4,2713.0,2023-07-05,4145000,0.0,4145000.0,3,0,2023-07-05,0,Other,7036,8,7,0,0
16677,5001-103/102/0/1,Arne Garborgs veg 5,7071,TRONDHEIM,Selveierleilighet,0,141,0,2023,1,893.2,2023-07-05,8290000,0.0,8290000.0,3,0,2023-07-05,0,Other,7071,8,7,0,0
16678,5001-24/431/0/38,Horgvegen 15,7055,RANHEIM,Selveierleilighet,52,52,0,2014,2,6814.6,2023-07-05,3210000,0.0,3210000.0,2,1,2023-07-05,0,Eiendomsmegler 1,7055,3,7,1,0
16679,948969858/482,Storflata 5,7029,TRONDHEIM,Borettslagsleilighet,75,75,82,1973,12,194023.0,2023-07-05,2490000,158913.0,2648913.0,3,2,2023-06-27,8,Eiendomsmegler 1,7029,3,3,1,1
16680,5001-83/77/0/29,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,67,0,2023,7,2713.0,2023-07-05,4745000,0.0,4745000.0,3,0,2023-07-05,0,Other,7036,8,7,0,0
16681,5001-83/77/0/12,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,38,0,2023,3,2713.0,2023-07-05,2195000,0.0,2195000.0,2,0,2023-07-05,0,Other,7036,8,7,0,0
16682,948969858/187,Fogdenget 6,7029,TRONDHEIM,Borettslagsleilighet,83,83,88,1971,3,194023.0,2023-07-05,2760000,113908.0,2873908.0,3,2,2023-06-09,26,Proaktiv,7029,10,3,0,0
16683,948722208/41,Tors veg 11 B,7035,TRONDHEIM,Borettslagsleilighet,64,64,0,1963,1,17319.6,2023-07-05,2400000,549078.0,2949078.0,3,2,2023-06-28,7,Eiendomsmegler 1,7035,3,3,0,0
16684,5001-408/20/0/2,Krangata 2,7014,TRONDHEIM,Selveierleilighet,59,59,0,1905,1,912.4,2023-07-05,4290000,0.0,4290000.0,0,2,2023-06-20,15,Heimdal Eiendomsmegling,7014,4,7,0,0
16685,5001-410/48/0/8,Wessels gate 15 D,7043,TRONDHEIM,Selveierleilighet,81,81,88,1915,2,665.1,2023-07-05,4300000,0.0,4300000.0,3,3,2023-07-05,0,Other,7043,8,7,0,0
16686,5001-198/42/0/90,Heimdalsvegen 9 A,7080,HEIMDAL,Selveierleilighet,0,53,0,2022,5,6762.0,2023-07-05,3460000,0.0,3460000.0,3,0,2023-07-05,0,Other,7080,8,7,0,0
16687,992617551/10,Heimdalsvegen 14 B,7080,HEIMDAL,Borettslagsleilighet,74,79,82,2008,1,3024.1,2023-07-05,2350000,560517.0,2910517.0,2,3,2023-03-26,101,Heimdal Eiendomsmegling,7080,4,3,1,1
16688,5001-104/222/0/1,VÃ¥danvegen 103,7024,TRONDHEIM,Selveier tomannsbolig,127,226,0,1953,1,1243.0,2023-07-05,3900000,0.0,3900000.0,0,4,2023-05-04,62,Meglerhuset Nylander,7024,7,6,1,0
16689,5001-187/206/0/2,KolsÃ¥sbakken 12 B,7026,TRONDHEIM,Selveier tomannsbolig,0,126,0,2023,0,0.0,2023-07-05,5000000,0.0,5000000.0,5,0,2023-07-05,0,Other,7026,8,6,0,0
16690,948959259/21,Kongens gate 51 C,7012,TRONDHEIM,Borettslagsleilighet,43,43,48,1963,2,1037.4,2023-07-05,3080000,110000.0,3190000.0,0,1,2023-05-27,39,Proaktiv,7012,10,3,0,0
16691,5001-409/265/0/4,Nonnegata 10 A,7014,TRONDHEIM,Selveierleilighet,107,107,116,1896,2,407.1,2023-07-05,5300000,0.0,5300000.0,0,3,2023-07-05,0,Other,7014,8,7,1,0
16692,948722941/244,Brushanevegen 42,7082,KATTEM,Borettslag rekkehus,86,99,0,1977,0,66812.5,2023-07-05,2450000,574666.0,3024666.0,3,2,2023-06-27,8,EIE Eiendomsmegling,7082,2,1,0,0
16693,986593403/42,Prinsens gate 61,7011,TRONDHEIM,Borettslagsleilighet,38,38,42,2005,7,2301.2,2023-07-05,2450000,401736.0,2851736.0,2,1,2023-06-27,8,DNB Eiendom,7011,1,3,0,0
16694,5001-49/308/0/16,Ã˜vre GranÃ¥slia 9,7047,TRONDHEIM,Selveierleilighet,41,48,0,2019,2,6153.3,2023-07-05,2700000,8000.0,2708000.0,2,1,2023-06-23,12,Eiendomsmegler 1,7047,3,7,1,0
16695,5001-9/492/0/1,Persaunvegen 31,7045,TRONDHEIM,Selveierleilighet,123,123,133,1954,1,1143.4,2023-07-05,5600000,0.0,5600000.0,6,5,2023-06-23,12,Privatmegleren,7045,9,7,1,0
16696,948722585/35,Johan Falkbergets vei 9 C,7021,TRONDHEIM,Borettslagsleilighet,32,32,35,1967,2,44327.8,2023-07-05,2100000,154571.0,2254571.0,1,1,2023-06-21,14,Eiendomsmegler 1,7021,3,3,0,0
16697,5001-103/1670/0/2,Drivhusvegen 5,7024,TRONDHEIM,Selveierleilighet,49,52,0,2017,1,5527.9,2023-07-05,3475000,0.0,3475000.0,3,2,2023-05-03,0,Meglerhuset Nylander,7024,7,7,1,0
16698,5001-323/2429/0/33,Ivar Reitens veg 53,7091,TILLER,Selveierleilighet,57,59,0,2017,3,3627.3,2023-07-05,3750000,0.0,3750000.0,4,2,2023-06-27,8,Eiendomsmegler 1,7091,3,7,1,0
16699,5001-73/270/0/14,Sorgenfriveien 24,7031,TRONDHEIM,Selveierleilighet,0,0,0,2019,0,581.2,2023-07-05,2650000,0.0,2650000.0,0,0,2023-07-05,0,Other,7031,8,7,0,0
16700,950374136/24,Ã˜vre MÃ¸llenberg gate 71 A,7043,TRONDHEIM,Borettslagsleilighet,113,122,133,1986,2,5407.8,2023-07-05,6500000,275666.0,6775666.0,4,2,2023-06-28,7,Meglerhuset Nylander,7043,7,3,1,1
16701,948819570/125,HÃ¸greina 310,7079,FLATÃ…SEN,Borettslag rekkehus,146,153,0,1980,0,60357.5,2023-07-05,4700000,36089.0,4736089.0,4,3,2023-06-21,14,Proaktiv,7079,10,1,0,0
16702,998077923/5,Ã˜vre FlatÃ¥sveg 3,7079,FLATÃ…SEN,Borettslagsleilighet,63,63,66,2012,2,1860.5,2023-07-05,1940000,962313.0,2902313.0,3,1,2023-05-27,39,Privatmegleren,7079,9,3,1,1
16703,948819570/125,HÃ¸greina 310,7079,FLATÃ…SEN,Borettslag rekkehus,146,153,0,1980,0,60357.5,2023-07-05,4700000,36089.0,4736089.0,4,3,2023-06-21,14,Proaktiv,7079,10,1,0,0
16704,5001-41/79/0/0,TesliÃ¥sen 56,7059,JAKOBSLI,Selveier enebolig,159,166,0,2021,0,325.0,2023-07-05,8600000,0.0,8600000.0,4,5,2023-05-04,62,Eiendomsmegler 1,7059,3,4,1,0
16705,5001-315/194/0/0,Sivert Thonstads vei 30 B,7072,HEIMDAL,Selveier tomannsbolig,140,150,162,1960,0,302.4,2023-07-05,4150000,0.0,4150000.0,0,3,2023-02-25,130,EIE Eiendomsmegling,7072,2,6,1,0
16706,5001-83/77/0/44,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,83,0,2023,4,2713.0,2023-07-05,4995000,0.0,4995000.0,4,0,2023-07-05,0,Other,7036,8,7,0,0
16707,948722585/35,Johan Falkbergets vei 9 C,7021,TRONDHEIM,Borettslagsleilighet,32,32,35,1967,2,44327.8,2023-07-05,2100000,154571.0,2254571.0,1,1,2023-06-21,14,Eiendomsmegler 1,7021,3,3,0,0
16708,5001-323/1008/0/0,Tonstadbrinken 255,7091,TILLER,Selveier enebolig,147,182,0,1982,0,326.4,2023-07-05,4350000,0.0,4350000.0,4,3,2023-06-23,12,Heimdal Eiendomsmegling,7091,4,4,1,0
16709,955784863/40,Henrik Ourens veg 9,7069,TRONDHEIM,Borettslagsleilighet,77,77,82,1969,1,33536.4,2023-07-06,3710000,418255.0,4128255.0,3,2,2023-06-28,8,Privatmegleren,7069,9,3,1,1
16710,5001-415/260/0/42,Ladeveien 15,7066,TRONDHEIM,Selveierleilighet,62,65,0,2020,7,799.6,2023-07-06,4190000,0.0,4190000.0,2,1,2023-06-27,9,Eiendomsmegler 1,7066,3,7,1,0
16711,5001-415/293/0/35,Leksvikgata 2,7066,TRONDHEIM,Selveierleilighet,0,59,0,2023,4,622.7,2023-07-06,4995000,0.0,4995000.0,3,0,2023-07-06,0,Other,7066,8,7,0,0
16712,5001-405/62/0/4,Elgeseter gate 13,7030,TRONDHEIM,Selveierleilighet,19,21,25,1903,1,553.9,2023-07-06,1780000,0.0,1780000.0,0,0,2023-07-06,0,Other,7030,8,7,0,0
16713,5001-83/77/0/13,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,42,0,2023,3,2713.0,2023-07-06,2695000,0.0,2695000.0,2,0,2023-07-06,0,Other,7036,8,7,0,0
16714,5001-9/492/0/4,Persaunvegen 31,7045,TRONDHEIM,Selveierleilighet,90,90,95,1954,2,1143.4,2023-07-06,4490000,0.0,4490000.0,3,4,2023-06-27,9,Privatmegleren,7045,9,7,1,0
16715,5001-103/102/0/3,Arne Garborgs veg 5,7071,TRONDHEIM,Selveierleilighet,0,115,0,2023,2,893.2,2023-07-06,8890000,0.0,8890000.0,3,0,2023-07-06,0,Other,7071,8,7,0,0
16716,5001-415/247/0/10,Ladeveien 17,7066,TRONDHEIM,Selveierleilighet,0,69,0,2018,2,876.8,2023-07-06,4925000,0.0,4925000.0,3,0,2023-07-06,0,Other,7066,8,7,0,0
16717,5001-83/77/0/3,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,50,0,2023,1,2713.0,2023-07-06,2595000,0.0,2595000.0,3,0,2023-07-06,0,Other,7036,8,7,0,0
16718,5001-177/812/0/42,Jernkisvegen 7,7089,HEIMDAL,Selveierleilighet,73,77,0,2019,3,3945.2,2023-07-06,3880000,0.0,3880000.0,3,2,2023-04-21,76,Eiendomsmegler 1,7089,3,7,0,0
16719,5001-322/305/0/58,KeiserÃ¥svegen 10,7081,SJETNEMARKA,Selveierleilighet,0,88,0,2023,3,7274.3,2023-07-06,5290000,0.0,5290000.0,4,0,2023-07-06,0,Other,7081,8,7,0,0
16720,955784863/40,Henrik Ourens veg 9,7069,TRONDHEIM,Borettslagsleilighet,77,77,82,1969,1,33536.4,2023-07-06,3710000,418255.0,4128255.0,3,2,2023-06-28,8,Privatmegleren,7069,9,3,1,1
16721,5001-83/77/0/35,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,50,0,2023,2,2713.0,2023-07-06,2945000,0.0,2945000.0,3,0,2023-07-06,0,Other,7036,8,7,0,0
16722,948658631/32,Lade alle 70 C,7041,TRONDHEIM,Borettslagsleilighet,56,65,0,1964,4,6283.2,2023-07-06,1350000,0.0,1350000.0,2,1,2023-07-06,0,Other,7041,8,3,0,0
16723,5001-411/168/0/26,BjÃ¸rn Stallares gate 4,7067,TRONDHEIM,Selveierleilighet,28,28,0,1912,4,1260.6,2023-07-06,1910000,39420.0,1949420.0,1,1,2023-06-07,29,Heimdal Eiendomsmegling,7067,4,7,0,0
16724,5001-72/40/0/0,Sunnlandsvegen 47,7032,TRONDHEIM,Selveier enebolig,220,303,0,1966,0,1199.0,2023-07-06,9100000,0.0,9100000.0,0,4,2023-06-02,34,DNB Eiendom,7032,1,4,1,0
16725,5001-83/77/0/36,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,83,0,2023,2,2713.0,2023-07-06,4495000,0.0,4495000.0,4,0,2023-07-06,0,Other,7036,8,7,0,0
16726,989572512/13,Nedre Ila 7,7018,TRONDHEIM,Borettslagsleilighet,52,55,60,2006,3,578.8,2023-07-06,3125000,0.0,3125000.0,2,1,2023-06-28,8,Privatmegleren,7018,9,3,1,1
16727,947334980/23,Koefoedgeilan 10 B,7018,TRONDHEIM,Borettslagsleilighet,55,55,61,1962,2,1679.8,2023-07-06,3400000,61882.0,3461882.0,3,2,2023-05-19,48,Privatmegleren,7018,9,3,0,0
16728,5001-23/432/0/0,Markaplassen 309,7054,RANHEIM,Selveier enebolig,0,158,0,1990,0,494.5,2023-07-06,3000000,0.0,3000000.0,5,0,2023-07-06,0,Other,7054,8,4,0,0
16729,5001-539/1/47/0,Furuhaugvegen 27,7549,TANEM,Selveier enebolig,167,172,0,1984,0,639.0,2023-07-06,5690000,0.0,5690000.0,5,4,2023-06-23,13,Eiendomsmegler 1,7549,3,4,1,0
16730,5001-101/385/0/0,Martin Stokkens veg 126,7027,TRONDHEIM,Selveier enebolig,163,167,182,1995,0,431.9,2023-07-06,6650000,0.0,6650000.0,0,6,2023-05-19,48,Eiendomsmegler 1,7027,3,4,1,0
16731,951497940/96,Ã˜stre Hallsetvangen 3 B,7027,TRONDHEIM,Borettslagsleilighet,59,59,63,1969,3,18556.6,2023-07-06,2685000,168408.0,2853408.0,3,2,2023-06-27,9,Meglerhuset Nylander,7027,7,3,0,0
16732,5001-401/119/0/22,Fjordgata 36 A,7010,TRONDHEIM,Selveierleilighet,57,57,0,1872,3,387.5,2023-07-06,3750000,0.0,3750000.0,2,1,2023-06-27,9,Eiendomsmegler 1,7010,3,7,1,0
16733,5001-326/84/0/8,TÃ¸mmerlunna 16,7092,TILLER,Selveierleilighet,71,74,79,2011,2,2428.9,2023-07-06,3525000,0.0,3525000.0,3,2,2023-06-16,20,Heimdal Eiendomsmegling,7092,4,7,1,0
16734,5001-17/994/0/66,Strindfjordvegen 27 B,7053,RANHEIM,Selveierleilighet,49,49,54,2021,2,3933.5,2023-07-06,3650000,0.0,3650000.0,2,1,2023-06-29,7,Privatmegleren,7053,9,7,1,0
16735,991489800/5,Anders SÃ¸yseths veg 12,7053,RANHEIM,Borettslagsleilighet,65,65,72,2007,1,5393.4,2023-07-06,2525000,600000.0,3125000.0,2,1,2023-06-24,12,Eiendomsmegler 1,7053,3,3,1,1
16736,5001-520/269/0/0,Klokkarvegen 1 B,7540,KLÃ†BU,Selveier enebolig,152,200,0,1980,0,1115.8,2023-07-06,4600000,0.0,4600000.0,0,4,2023-06-23,13,Eiendomsmegler 1,7540,3,4,1,0
16737,5001-323/716/0/0,Tonstadbrinken 33,7091,TILLER,Selveier enebolig,144,181,0,1977,0,510.6,2023-07-06,4610000,0.0,4610000.0,4,4,2023-06-15,21,Heimdal Eiendomsmegling,7091,4,4,1,0
16738,951497940/20,Ã˜stre Hallsetvangen 6 C,7027,TRONDHEIM,Borettslagsleilighet,30,30,33,1969,2,18556.6,2023-07-06,1700000,115781.0,1815781.0,1,1,2023-06-28,8,Eiendomsmegler 1,7027,3,3,1,0
16739,5001-21/518/0/0,Almevegen 14,7058,CHARLOTTENLUND,Selveier enebolig,369,401,0,1971,0,880.4,2023-07-06,16050000,0.0,16050000.0,0,10,2023-06-23,13,Eiendomsmegler 1,7058,3,4,1,0
16740,964484910/24,Nyheimsvegen 21 D,7058,CHARLOTTENLUND,Borettslagsleilighet,55,55,59,1960,3,3385.5,2023-07-06,2400000,202091.0,2602091.0,3,1,2023-06-27,9,Eiendomsmegler 1,7058,3,3,1,1
16741,5001-177/823/0/41,Johan Arnt HÃ¸iseths veg 41,7089,HEIMDAL,Selveier rekkehus,90,90,0,2019,0,0.0,2023-07-06,3600000,0.0,3600000.0,4,3,2023-04-24,73,Eiendomsmegler 1,7089,3,5,0,0
16742,5001-204/137/0/0,Arsenalvegen 35,7083,LEINSTRAND,Selveier rekkehus,97,110,0,2013,0,184.5,2023-07-06,4150000,0.0,4150000.0,5,3,2023-06-28,8,Proaktiv,7083,10,5,1,0
16743,5001-83/77/0/8,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,42,0,2023,2,2713.0,2023-07-06,2845000,0.0,2845000.0,2,0,2023-07-06,0,Other,7036,8,7,0,0
16744,5001-98/58/0/1,BÃ¸ckmans veg 40 B,7022,TRONDHEIM,Selveier tomannsbolig,144,148,0,1956,1,547.0,2023-07-07,4000000,0.0,4000000.0,0,5,2023-06-06,31,Eiendomsmegler 1,7022,3,6,1,0
16745,5001-73/270/0/11,Sorgenfriveien 24,7031,TRONDHEIM,Selveierleilighet,0,0,0,2019,0,581.2,2023-07-07,2700000,0.0,2700000.0,0,0,2023-07-07,0,Other,7031,8,7,0,0
16746,5001-194/252/0/0,Nyveilia 68,7072,HEIMDAL,Selveier rekkehus,112,113,0,1980,0,158.8,2023-07-07,3650000,22312.0,3672312.0,0,4,2023-06-26,11,EIE Eiendomsmegling,7072,2,5,1,0
16747,5001-411/166/0/15,UlstadlÃ¸kkveien 11,7067,TRONDHEIM,Selveierleilighet,42,42,0,1911,3,854.1,2023-07-07,2350000,0.0,2350000.0,0,1,2023-06-29,8,Proaktiv,7067,10,7,0,0
16748,5001-323/2400/0/75,Harald Torps veg 35,7091,TILLER,Selveierleilighet,60,65,0,2020,1,6421.1,2023-07-07,3750000,0.0,3750000.0,3,2,2023-06-20,17,Heimdal Eiendomsmegling,7091,4,7,1,0
16749,5001-71/183/0/0,NygÃ¥rdsvegen 8 B,7037,TRONDHEIM,Selveier tomannsbolig,171,204,0,1989,0,573.6,2023-07-07,3955000,0.0,3955000.0,4,2,2023-06-23,14,Eiendomsmegler 1,7037,3,6,1,0
16750,948720175/525,Waldemar Aunes veg 12 C,7027,TRONDHEIM,Borettslagsleilighet,81,81,88,1965,3,88842.0,2023-07-07,3000000,220597.0,3220597.0,4,3,2023-05-12,56,Lokalmegleren,7027,6,3,1,0
16751,5001-401/165/0/7,Fjordgata 7,7010,TRONDHEIM,Selveierleilighet,90,90,100,1905,4,428.3,2023-07-07,4790000,98319.0,4888319.0,4,2,2023-06-23,14,DNB Eiendom,7010,1,7,1,0
16752,5001-48/153/0/60,Haakon Odd Christiansens veg 19,7048,TRONDHEIM,Selveierleilighet,30,30,32,2004,2,7235.7,2023-07-07,2400000,0.0,2400000.0,2,1,2023-06-20,17,Eiendomsmegler 1,7048,3,7,1,0
16753,5001-49/326/0/0,Nedre GranÃ¥slia 2 C,7047,TRONDHEIM,Selveier tomannsbolig,0,167,0,2023,0,355.2,2023-07-07,6990000,0.0,6990000.0,5,0,2023-07-07,0,Other,7047,8,6,0,0
16754,5001-83/77/0/22,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,41,0,2023,5,2713.0,2023-07-07,2495000,0.0,2495000.0,2,0,2023-07-07,0,Other,7036,8,7,0,0
16755,5001-262/78/0/0,Klefstadbakkan 88,7070,BOSBERG,Selveier enebolig,197,235,0,1986,0,888.6,2023-07-07,4400000,0.0,4400000.0,0,4,2023-06-20,17,Heimdal Eiendomsmegling,7070,4,4,1,0
16756,948720175/525,Waldemar Aunes veg 12 C,7027,TRONDHEIM,Borettslagsleilighet,81,81,88,1965,3,88842.0,2023-07-07,3000000,220597.0,3220597.0,4,3,2023-05-12,56,Lokalmegleren,7027,6,3,1,0
16757,891421222/18,Ratesvingen 30 D,7038,TRONDHEIM,Borettslagsleilighet,91,95,102,2007,2,4032.1,2023-07-07,2800000,1050000.0,3850000.0,4,3,2023-05-23,45,Eiendomsmegler 1,7038,3,3,0,1
16758,5001-83/77/0/5,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,33,0,2023,1,2713.0,2023-07-07,1995000,0.0,1995000.0,2,0,2023-07-07,0,Other,7036,8,7,0,0
16759,5001-78/25/0/0,Gimlevegen 20,7033,TRONDHEIM,Selveier tomannsbolig,115,127,0,1961,0,545.7,2023-07-07,4400000,0.0,4400000.0,0,3,2023-06-28,9,Proaktiv,7033,10,6,1,0
16760,5001-83/77/0/37,Anna Haarsakers veg 11,7036,TRONDHEIM,Selveierleilighet,0,70,0,2023,3,2713.0,2023-07-07,3945000,0.0,3945000.0,3,0,2023-07-07,0,Other,7036,8,7,0,0
16761,5001-424/132/0/15,Lagmann Lindboes vei 24,7020,TRONDHEIM,Selveierleilighet,0,81,0,2020,2,3832.0,2023-07-07,8000000,0.0,8000000.0,3,0,2023-07-07,0,Other,7020,8,7,0,0
16762,991421408/6,Sverresdalsveien 21 B,7020,TRONDHEIM,Borettslagsleilighet,62,62,68,2007,2,1283.9,2023-07-07,2850000,504784.0,3354784.0,3,2,2023-06-19,18,Eiendomsmegler 1,7020,3,3,1,1
16763,948656043/103,Devlesvingen 28 C,7041,TRONDHEIM,Borettslagsleilighet,52,52,0,1971,1,9447.6,2023-07-07,2460000,88998.0,2548998.0,1,1,2023-06-29,8,Eiendomsmegler 1,7041,3,3,1,0
